key,status,registry_price,live_price,drift,url,note
"mgi-zip-navigator","BLOCKED","~$1,695","","","https://www.amazon.com/dp/B0CTLQFN7C?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"galvin-green-rain-jacket","BLOCKED","~$253","","","https://www.amazon.com/dp/B0CHS9LJG9?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"oakley-prizm-golf","OK","$184.00","$184.00","+0%","https://www.amazon.com/dp/B07Y2X9DH2?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl",""
"tifosi-seek-fc","BLOCKED","~$40","","","https://www.amazon.com/dp/B0BQCKJSNX?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"garmin-approach-s70","BLOCKED","$654.99","","","https://www.amazon.com/dp/B0CBW67NLW?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"titleist-gt2-driver","BLOCKED","~$599","","","https://www.amazon.com/dp/B0DHWNVBK8?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"taylormade-sim2-max","BLOCKED","~$349","","","https://www.amazon.com/TaylorMade-Driver-Graphite-Degree-Ventus/dp/B08QSKHMQG?th=1&linkCode=ll2&tag=cubicalgolfer-20&linkId=e3c2025b714f5401fe1503827bb320bf&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"cleveland-launcher-xl2-driver","BLOCKED","~$299","","","https://www.amazon.com/Cleveland-Golf-Launcher-Graphite-Regular/dp/B0CP9WFMJW?crid=1LMWKUO4CG20Q&dib_tag=se&keywords=Cleveland%2BLauncher%2BXL2&qid=1785683001&sprefix=cleveland%2Blauncher%2Bxl2%2Caps%2C219&sr=8-1&th=1&linkCode=ll2&tag=cubicalgolfer-20&linkId=b3cd6c7f0d39405e7cb6e120cccb8c88&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"spornia-spg-7","BLOCKED","~$350","","","https://www.amazon.com/dp/B079P7WZPH?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"callaway-paradym-hybrid","BLOCKED","~$220","","","https://www.amazon.com/dp/B0FVB4WKLJ?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"nike-dri-fit-victory-polo","BLOCKED","~$47","","","https://www.amazon.com/dp/B07RYBFRM1?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"adidas-ultimate365-polo","BLOCKED","~$49","","","https://www.amazon.com/dp/B0C7KKFPDH?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"adidas-ultimate365-pants","BLOCKED","~$54","","","https://www.amazon.com/dp/B0FDSMQ9V9?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"titleist-tour-performance-hat","BLOCKED","~$35","","","https://www.amazon.com/dp/B0DSGMZT8R?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"maui-jim-banyans-golf","OK","~$249","$249.00","+0%","https://www.amazon.com/dp/B002FU6UKW?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl",""
"goodr-golf-sunglasses","OK","~$30","$30.00","+0%","https://www.amazon.com/dp/B0FGFPLQFH?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl",""
"under-armour-forefront-rain-jacket","BLOCKED","$59.97","","","https://www.amazon.com/dp/B078BSYZBH?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"club-glove-microfiber-towel","BLOCKED","~$22","","","https://www.amazon.com/dp/B0D6SJTCV2?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"callaway-org-14-cart-bag","BLOCKED","~$265","","","https://www.amazon.com/dp/B0D9R3B5HT?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"ogio-fuse-stand-bag","OK","~$170","$169.95","-0%","https://www.amazon.com/dp/B0D9R3RZST?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl",""
"callaway-rogue-st-max","BLOCKED","~$299","","","https://www.amazon.com/dp/B09KNV2CDV?tag=cubicalgolfer-20","Amazon served a robot check — nothing learned, re-run later"
"bushnell-pro-x3","BLOCKED","~$479","","","https://www.amazon.com/dp/B0D6GVX8JZ?tag=cubicalgolfer-20","Amazon served a robot check — nothing learned, re-run later"
"bushnell-wingman-mini","BLOCKED","~$90","","","https://www.amazon.com/dp/B0C6CTMVJS?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"bushnell-wingman-2","BLOCKED","~$140","","","https://www.amazon.com/dp/B0CZ7M97D5?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"bushnell-wingman-view","BLOCKED","~$200","","","https://www.amazon.com/dp/B0C4TP5FN2?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"blue-tees-player-pro","BLOCKED","~$200","","","https://www.amazon.com/dp/B0GS38DYWC?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"golfbuddy-voice-2s-plus","BLOCKED","~$85","","","https://www.amazon.com/dp/B08BTB2H2Y?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"turtlebox-ranger","OK","~$250","$250.00","+0%","https://www.amazon.com/dp/B0F2JHSGCJ?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl",""
"turtlebox-original-gen3","BLOCKED","~$430","","","https://www.amazon.com/dp/B0F22HTHMJ?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
"wilson-dynapower-irons","BLOCKED","~$600","","","https://www.amazon.com/dp/B0BT26B16M?linkCode=ll1&tag=cubicalgolfer-20&language=en_US&ref_=as_li_ss_tl","Amazon served a robot check — nothing learned, re-run later"
